account_length,area_code,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,international_plan_yes,voice_mail_plan_yes,avg_day_call,avg_eve_call,avg_night_call,avg_intl_call,total_minutes,total_calls
0.6764894644252237,-0.5236032802413713,1.23488273525042,1.566766952415641,0.476643152060273,-0.07060961956549795,-0.0559403500169171,0.8667432223656151,-0.4654943645078401,-0.08500822876431867,-0.6011950896927287,-0.4279320210630441,0,0,1,0.7347859340295532,-0.14159967084106076,0.841837143996068,0.09774459536487337,1.3935309150204744,-0.06204784703332595
0.14906504689790906,-0.5236032802413713,1.307948438976426,-0.33373776358506635,1.1245028401090709,-0.10808035589345673,0.14486652839599168,1.0585707388766072,0.14782466971457295,1.2404816915093566,-0.6011950896927287,-0.4279320210630441,0,0,1,-0.7638618948715158,-0.2652330073471585,0.5330060055835729,0.6433543709091613,0.37063535079770366,0.7799230571784177
0.9025285005083585,-0.5236032802413713,-0.5917598578997325,1.1683036448096953,0.6759845945368261,-1.5733833607183665,0.496278565618582,-0.756869056557316,0.19893458923310736,0.7031209130200288,0.21153386343883274,-1.1882184955849664,0,0,0,0.358937879507067,-1.2919397719584913,-0.7446160980771082,-0.29745383665098935,-0.5833259471404887,0.8089565366339951
-0.4285902675367689,-0.6888342718191494,-0.5917598578997325,2.1965960515347147,-1.4669359120861205,-2.7428647629541287,-0.6081592656524162,-0.0785511373483445,-0.5677142035449089,-1.3030259933401287,1.0242628165703942,0.3323544534588781,0,1,0,3.20510256501665,-1.8056658752003873,0.1700006293965349,-0.9597693325240555,-0.3009178239746383,-1.4556548609010396
-0.6546293036199038,-0.5236032802413713,-0.5917598578997325,-0.2400897051154664,0.6261492339176878,-1.03893233204064,1.0986992008573082,-0.27631146364833614,1.0678032210481925,-0.049184176865030266,-0.6011950896927287,1.0926409279808003,0,1,0,-0.5432027315085548,-1.1452583416780207,-0.7711616850375267,0.11249080551471895,-0.8879709303981411,1.5638270024790066
0.4253349798884072,1.7188173197427594,-0.5917598578997325,0.8010563566936167,-0.12138117536938654,0.38692779243904973,0.044463089189537286,0.059881091061649634,0.9144734624925892,-1.4104981490379942,0.6178983400046135,-1.1882184955849664,0,1,0,0.5564975929921813,0.10367705379722074,-0.5127481889861104,-0.9123707998995518,0.6930698221287932,0.5186217420782214
0.5006813252494522,1.7188173197427594,1.1618170315244136,0.705572061783436,-0.6197347815607694,2.909299990515846,0.39587512641212763,0.2319325749426421,0.9144734624925892,-0.9806095262465319,1.0242628165703942,1.0926409279808003,0,0,1,0.8298654398452575,1.4481715645404123,-0.40882799672063863,-0.9028910933746511,2.167373646215093,0.46055478316706666
1.153682985045175,-0.5236032802413713,-0.5917598578997325,-0.4182046398517643,-1.0682530271330142,-1.9303414278426045,-0.30694894803305306,0.21611174883864312,-0.20994476691516797,-1.1239057338436862,0.6178983400046135,-1.1882184955849664,0,1,0,0.15694607813395986,-1.2983994610381069,0.1613892651498179,-0.8533859593001693,-1.25487912191283,-0.8749852717894923
0.40021953143472555,-0.6888342718191494,-0.5917598578997325,0.08676038130784378,-0.17121653598852482,2.9704364550509372,-1.0097730224782338,0.2952158793586398,-0.5166042840263745,-0.5507209034550697,-0.194830613126948,-0.4279320210630441,0,0,0,0.04035510366856025,2.9544328669320246,0.4313461860601325,-0.41468620734226214,1.8760707790125217,-0.9911191896118018
1.002990294323085,-0.5236032802413713,2.111671179962493,1.4474115837779153,-0.8190762240373226,0.41453780868070356,0.5464802852218092,2.4824450882365463,-0.15883484739663356,0.34488039402714343,0.21153386343883274,-1.1882184955849664,0,1,1,1.648827569770445,-0.13378486037151294,1.7945657705575806,-0.38593109755006316,2.5164923496563425,-0.23624872376679015
